http://fake-vietcombank.tk/login,1
https://vietcombank-security.ml/otp,1
http://techcombank-update.xyz/xac-thuc,1
https://bidv-verify.club/account,1
http://acb-mobile.top/signin,1
https://vpbank-secure.click/verify,1
http://momo-payment.tk/confirm,1
https://zalopay-update.ml/otp,1
http://xn--vietcmbank-8za5b.com/login,1
https://xn--techcmbank-7za5b.tk/verify,1
http://xn--mm-hia.tk/payment,1
http://casino-vietnam.tk,1
https://188bet-official.ml,1
http://fun88-vn.xyz,1
https://w88-casino.club,1
http://cado-bongda.tk,1
https://keo-bongda.ml,1
http://bank-login.tk,1
http://secure-payment.ml,1
http://verify-account.xyz,1
http://otp-confirmation.club,1
https://vietcombank-clone.tk,1
http://techcombank-fake.ml,1
https://momo-phishing.xyz,1
https://brand-new-bank.tk,1
http://just-created.ml,1
https://form-hijack.tk,1
http://payment-redirect.ml,1
http://xac-thuc-tai-khoan.tk,1
https://mo-khoa-ngan-hang.ml,1
http://cap-nhat-bao-mat.xyz,1
https://kich-hoat-the.club,1
https://vietcombank.com.vn,0
https://techcombank.com.vn,0
https://bidv.com.vn,0
https://acb.com.vn,0
https://vpbank.com.vn,0
https://agribank.com.vn,0
https://momo.vn,0
https://zalopay.vn,0
https://vnpay.vn,0
https://huflit.edu.vn,0
https://hcmus.edu.vn,0
https://uit.edu.vn,0
https://hcmut.edu.vn,0
https://ussh.edu.vn,0
https://hust.edu.vn,0
https://vnu.edu.vn,0
https://courses.huflit.edu.vn/login/index.php,0
https://baochinhphu.vn,0
https://vnexpress.net,0
https://tuoitre.vn,0
https://thanhnien.vn,0
https://dantri.com.vn,0
https://vietnamnet.vn,0
https://google.com,0
https://youtube.com,0
https://github.com,0
https://microsoft.com,0
https://facebook.com,0
https://amazon.com,0
https://cloudflare.com,0
https://wikipedia.org,0
https://shopee.vn,0
https://tiki.vn,0
https://sendo.vn,0
https://lazada.vn,0
https://fptshop.com.vn,0
https://thegioididong.com,0
